Ground state energy = 26989.37 cm^-1
Max intensity = 0.003227
Number    ΔE / cm^-1    convergence    amplitude    intensity    normalized intensity
  2133       7407.91       0.000000     0.031236     0.000976     0.302320
  2134       7411.96       0.000000     0.030696     0.000942     0.291958
  2135       7416.86       0.000000     0.028253     0.000798     0.247347
  2136       7421.62       0.000000     0.028430     0.000808     0.250446
  2137       7426.02       0.000000     0.024766     0.000613     0.190055
  2138       7431.09       0.000000     0.023446     0.000550     0.170341
  2139       7435.70       0.000000     0.025102     0.000630     0.195239
  2140       7440.78       0.000000     0.026626     0.000709     0.219674
  2141       7445.16       0.000000     0.033599     0.001129     0.349797
  2142       7449.71       0.000000     0.030781     0.000947     0.293581
  2143       7454.80       0.000000     0.034337     0.001179     0.365342
  2144       7458.93       0.000000     0.039862     0.001589     0.492365
  2145       7463.31       0.000000     0.040801     0.001665     0.515840
  2146       7467.84       0.000000     0.036678     0.001345     0.416848
  2147       7472.51       0.000000     0.029420     0.000866     0.268195
  2148       7476.79       0.000000     0.029483     0.000869     0.269352
  2149       7481.84       0.000000     0.023185     0.000538     0.166556
  2150       7486.79       0.000000     0.025393     0.000645     0.199805
  2151       7491.33       0.000000     0.022029     0.000485     0.150361
  2152       7495.86       0.000000     0.019402     0.000376     0.116639
  2153       7500.75       0.000000     0.017587     0.000309     0.095837
  2154       7505.86       0.000000     0.015288     0.000234     0.072417
  2155       7510.32       0.000000     0.015434     0.000238     0.073810
  2156       7515.55       0.000000     0.018217     0.000332     0.102832
  2157       7519.83       0.000000     0.016415     0.000269     0.083495
  2158       7524.52       0.000000     0.015653     0.000245     0.075921
  2159       7529.70       0.000000     0.015575     0.000243     0.075162
  2160       7534.53       0.000000     0.011813     0.000140     0.043243
  2161       7539.48       0.000000     0.013598     0.000185     0.057293
  2162       7544.29       0.000000     0.017100     0.000292     0.090608
  2163       7548.78       0.000000     0.015309     0.000234     0.072619
  2164       7553.91       0.000000     0.016535     0.000273     0.084716
  2165       7558.24       0.000000     0.017648     0.000311     0.096502
  2166       7563.06       0.000000     0.016740     0.000280     0.086830
  2167       7568.19       0.000000     0.018732     0.000351     0.108722
  2168       7572.85       0.000000     0.020622     0.000425     0.131771
  2169       7577.27       0.000000     0.021896     0.000479     0.148563
  2170       7582.37       0.000000     0.021457     0.000460     0.142665
  2171       7586.87       0.000000     0.019611     0.000385     0.119172
  2172       7591.69       0.000000     0.022884     0.000524     0.162263
  2173       7596.17       0.000000     0.023909     0.000572     0.177131
  2174       7600.56       0.000000     0.021111     0.000446     0.138097
  2175       7605.49       0.000000     0.017755     0.000315     0.097682
  2176       7610.60       0.000000     0.016018     0.000257     0.079505
  2177       7615.37       0.000000     0.017629     0.000311     0.096295
  2178       7620.22       0.000000     0.015687     0.000246     0.076249
  2179       7624.94       0.000000     0.016542     0.000274     0.084787
  2180       7629.98       0.000000     0.015378     0.000236     0.073279
  2181       7634.69       0.000000     0.016002     0.000256     0.079346
  2182       7639.53       0.000000     0.017347     0.000301     0.093244
  2183       7644.26       0.000000     0.016550     0.000274     0.084875
  2184       7649.24       0.000000     0.016488     0.000272     0.084232
  2185       7654.00       0.000000     0.021631     0.000468     0.144985
  2186       7658.69       0.000000     0.020044     0.000402     0.124484
  2187       7663.50       0.000000     0.020026     0.000401     0.124265
  2188       7668.26       0.000000     0.019228     0.000370     0.114560
  2189       7673.37       0.000000     0.018323     0.000336     0.104027
  2190       7678.04       0.000000     0.020100     0.000404     0.125186
  2191       7683.22       0.000000     0.021995     0.000484     0.149906
  2192       7687.67       0.000000     0.028095     0.000789     0.244586
  2193       7692.22       0.000000     0.024671     0.000609     0.188591
  2194       7697.29       0.000000     0.029116     0.000848     0.262681
  2195       7701.57       0.000000     0.032347     0.001046     0.324205
  2196       7706.42       0.000000     0.030475     0.000929     0.287766
  2197       7710.85       0.000000     0.030423     0.000926     0.286796
  2198       7715.71       0.000000     0.029351     0.000861     0.266930
  2199       7720.55       0.000000     0.028214     0.000796     0.246662
  2200       7725.17       0.000000     0.024560     0.000603     0.186911
  2201       7730.23       0.000000     0.026387     0.000696     0.215739
  2202       7734.33       0.000000     0.023783     0.000566     0.175267
  2203       7739.50       0.000000     0.018884     0.000357     0.110492
  2204       7744.58       0.000000     0.018539     0.000344     0.106494
  2205       7749.71       0.000000     0.020108     0.000404     0.125279
  2206       7754.48       0.000000     0.022466     0.000505     0.156390
  2207       7759.09       0.000000     0.023626     0.000558     0.172955
  2208       7764.05       0.000000     0.021296     0.000454     0.140523
  2209       7768.77       0.000000     0.023341     0.000545     0.168817
  2210       7773.01       0.000000     0.024884     0.000619     0.191866
  2211       7778.20       0.000000     0.017812     0.000317     0.098306
  2212       7783.33       0.000000     0.020055     0.000402     0.124631
  2213       7787.88       0.000000     0.021181     0.000449     0.139015
  2214       7792.67       0.000000     0.017350     0.000301     0.093274
  2215       7797.83       0.000000     0.018049     0.000326     0.100945
  2216       7802.81       0.000000     0.018753     0.000352     0.108966
  2217       7807.45       0.000000     0.019790     0.000392     0.121348
  2218       7812.45       0.000000     0.018890     0.000357     0.110565
  2219       7817.03       0.000000     0.019385     0.000376     0.116437
  2220       7822.06       0.000000     0.019621     0.000385     0.119293
  2221       7827.11       0.000000     0.019971     0.000399     0.123585
  2222       7831.81       0.000000     0.022789     0.000519     0.160915
  2223       7836.43       0.000000     0.020587     0.000424     0.131325
  2224       7841.04       0.000000     0.019694     0.000388     0.120175
  2225       7846.26       0.000000     0.019409     0.000377     0.116721
  2226       7850.98       0.000000     0.020535     0.000422     0.130663
  2227       7855.83       0.000000     0.021359     0.000456     0.141357
  2228       7860.52       0.000000     0.018707     0.000350     0.108438
  2229       7865.75       0.000000     0.017160     0.000294     0.091246
  2230       7870.63       0.000000     0.017405     0.000303     0.093869
  2231       7875.69       0.000000     0.020602     0.000424     0.131523
  2232       7880.22       0.000000     0.021292     0.000453     0.140475
  2233       7885.40       0.000000     0.019658     0.000386     0.119743
  2234       7889.71       0.000000     0.019628     0.000385     0.119379
  2235       7894.94       0.000000     0.017064     0.000291     0.090226
  2236       7899.95       0.000000     0.016212     0.000263     0.081435
  2237       7905.07       0.000000     0.019711     0.000389     0.120390
  2238       7909.69       0.000000     0.021541     0.000464     0.143785
  2239       7915.07       0.000000     0.024212     0.000586     0.181646
  2240       7919.45       0.000000     0.025431     0.000647     0.200403
  2241       7924.10       0.000000     0.019016     0.000362     0.112050
  2242       7929.36       0.000000     0.021342     0.000455     0.141139
  2243       7933.93       0.000000     0.019292     0.000372     0.115328
  2244       7938.86       0.000000     0.019765     0.000391     0.121045
  2245       7944.26       0.000000     0.021798     0.000475     0.147229
  2246       7948.90       0.000000     0.022524     0.000507     0.157196
  2247       7953.66       0.000000     0.022044     0.000486     0.150573
  2248       7958.50       0.000000     0.021623     0.000468     0.144876
  2249       7963.39       0.000000     0.020940     0.000438     0.135871
  2250       7968.19       0.000000     0.017611     0.000310     0.096106
  2251       7973.86       0.000000     0.021799     0.000475     0.147245
  2252       7978.04       0.000000     0.025173     0.000634     0.196353
